
1670955446063 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1670955447772 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': 110.8, 'chp': 0.6, 'lp': 18608.0, 'spread': 0.0, 'ask': 0.0, 'bid': 0.0, 'open_price': 18524.4, 'high_price': 18617.2, 'low_price': 18490.2, 'prev_close_price': 18497.2, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1670889600}}]}

1670992050345 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1670992051240 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': 64.8, 'chp': 0.35, 'lp': 18672.8, 'spread': 0.0, 'ask': 18672.8, 'bid': 18672.8, 'open_price': 18671.25, 'high_price': 18696.1, 'low_price': 18651.65, 'prev_close_price': 18608.0, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1670976000, 'cmd': {'t': 1670992020, 'o': 18675.35, 'h': 18675.35, 'l': 18672.25, 'c': 18672.8, 'v': 0, 'tf': '9:57'}}}]}

1670992051242 :: quotes :: {'symbols': 'NSE:NIFTYBANK-INDEX'} :: 1670992052580 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTYBANK-INDEX', 's': 'ok', 'v': {'ch': 80.0, 'chp': 0.18, 'lp': 44026.55, 'spread': 0.0, 'ask': 44026.55, 'bid': 44026.55, 'open_price': 44078.6, 'high_price': 44099.15, 'low_price': 43990.75, 'prev_close_price': 43946.55, 'volume': 0, 'short_name': 'NIFTYBANK-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTYBANK-INDEX', 'original_name': 'NSE:NIFTYBANK-INDEX', 'symbol': 'NSE:NIFTYBANK-INDEX', 'fyToken': '101000000026009', 'tt': 1670976000, 'cmd': {'t': 1670992020, 'o': 44038.0, 'h': 44040.05, 'l': 44025.5, 'c': 44026.55, 'v': 0, 'tf': '9:57'}}}]}

1670992052580 :: quotes :: {'symbols': 'NSE:HINDALCO-EQ'} :: 1670992053890 :: {'s': 'ok', 'd': [{'n': 'NSE:HINDALCO-EQ', 's': 'ok', 'v': {'ch': 9.95, 'chp': 2.17, 'lp': 468.05, 'spread': 0.05, 'ask': 468.05, 'bid': 468.0, 'open_price': 461.65, 'high_price': 469.95, 'low_price': 461.05, 'prev_close_price': 458.1, 'volume': 1876974, 'short_name': 'HINDALCO-EQ', 'exchange': 'NSE', 'description': 'NSE:HINDALCO-EQ', 'original_name': 'NSE:HINDALCO-EQ', 'symbol': 'NSE:HINDALCO-EQ', 'fyToken': '10100000001363', 'tt': 1670976000, 'cmd': {'t': 1670992020, 'o': 467.5, 'h': 468.2, 'l': 467.5, 'c': 468.05, 'v': 11398, 'tf': '9:57'}}}]}

1670992053900 :: quotes :: {'symbols': 'NSE:INFY-EQ'} :: 1670992055168 :: {'s': 'ok', 'd': [{'n': 'NSE:INFY-EQ', 's': 'ok', 'v': {'ch': 7.85, 'chp': 0.5, 'lp': 1580.0, 'spread': 0.1, 'ask': 1580.0, 'bid': 1579.9, 'open_price': 1582.0, 'high_price': 1588.5, 'low_price': 1575.05, 'prev_close_price': 1572.15, 'volume': 1260345, 'short_name': 'INFY-EQ', 'exchange': 'NSE', 'description': 'NSE:INFY-EQ', 'original_name': 'NSE:INFY-EQ', 'symbol': 'NSE:INFY-EQ', 'fyToken': '10100000001594', 'tt': 1670976000, 'cmd': {'t': 1670992020, 'o': 1579.9, 'h': 1580.1, 'l': 1579.45, 'c': 1580.0, 'v': 5580, 'tf': '9:57'}}}]}

1670992055179 :: quotes :: {'symbols': 'NSE:APOLLOHOSP-EQ'} :: 1670992056079 :: {'s': 'ok', 'd': [{'n': 'NSE:APOLLOHOSP-EQ', 's': 'ok', 'v': {'ch': -3.4, 'chp': -0.07, 'lp': 4675.45, 'spread': 1.85, 'ask': 4677.5, 'bid': 4675.65, 'open_price': 4712.0, 'high_price': 4712.0, 'low_price': 4671.0, 'prev_close_price': 4678.85, 'volume': 84076, 'short_name': 'APOLLOHOSP-EQ', 'exchange': 'NSE', 'description': 'NSE:APOLLOHOSP-EQ', 'original_name': 'NSE:APOLLOHOSP-EQ', 'symbol': 'NSE:APOLLOHOSP-EQ', 'fyToken': '1010000000157', 'tt': 1670976000, 'cmd': {'t': 1670992020, 'o': 4675.15, 'h': 4676.0, 'l': 4675.1, 'c': 4675.45, 'v': 395, 'tf': '9:57'}}}]}

1670992056090 :: quotes :: {'symbols': 'NSE:INDUSINDBK-EQ'} :: 1670992056994 :: {'s': 'ok', 'd': [{'n': 'NSE:INDUSINDBK-EQ', 's': 'ok', 'v': {'ch': 7.2, 'chp': 0.58, 'lp': 1242.15, 'spread': 0.3, 'ask': 1242.0, 'bid': 1241.7, 'open_price': 1241.75, 'high_price': 1245.9, 'low_price': 1233.0, 'prev_close_price': 1234.95, 'volume': 708124, 'short_name': 'INDUSINDBK-EQ', 'exchange': 'NSE', 'description': 'NSE:INDUSINDBK-EQ', 'original_name': 'NSE:INDUSINDBK-EQ', 'symbol': 'NSE:INDUSINDBK-EQ', 'fyToken': '10100000005258', 'tt': 1670976000, 'cmd': {'t': 1670992020, 'o': 1241.8, 'h': 1242.2, 'l': 1241.4, 'c': 1242.15, 'v': 5123, 'tf': '9:57'}}}]}

1670992067006 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1670992068267 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': 63.85, 'chp': 0.34, 'lp': 18671.85, 'spread': 0.0, 'ask': 18671.85, 'bid': 18671.85, 'open_price': 18671.25, 'high_price': 18696.1, 'low_price': 18651.65, 'prev_close_price': 18608.0, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1670976000, 'cmd': {'t': 1670992020, 'o': 18675.35, 'h': 18675.35, 'l': 18671.6, 'c': 18671.85, 'v': 0, 'tf': '9:57'}}}]}

1670992068269 :: quotes :: {'symbols': 'NSE:NIFTYBANK-INDEX'} :: 1670992069532 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTYBANK-INDEX', 's': 'ok', 'v': {'ch': 88.35, 'chp': 0.2, 'lp': 44034.9, 'spread': 0.0, 'ask': 44034.9, 'bid': 44034.9, 'open_price': 44078.6, 'high_price': 44099.15, 'low_price': 43990.75, 'prev_close_price': 43946.55, 'volume': 0, 'short_name': 'NIFTYBANK-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTYBANK-INDEX', 'original_name': 'NSE:NIFTYBANK-INDEX', 'symbol': 'NSE:NIFTYBANK-INDEX', 'fyToken': '101000000026009', 'tt': 1670976000, 'cmd': {'t': 1670992020, 'o': 44038.0, 'h': 44040.05, 'l': 44025.5, 'c': 44034.9, 'v': 0, 'tf': '9:57'}}}]}

1670992069533 :: quotes :: {'symbols': 'NSE:HINDALCO-EQ'} :: 1670992070531 :: {'s': 'ok', 'd': [{'n': 'NSE:HINDALCO-EQ', 's': 'ok', 'v': {'ch': 9.65, 'chp': 2.11, 'lp': 467.75, 'spread': 0.1, 'ask': 467.85, 'bid': 467.75, 'open_price': 461.65, 'high_price': 469.95, 'low_price': 461.05, 'prev_close_price': 458.1, 'volume': 1883641, 'short_name': 'HINDALCO-EQ', 'exchange': 'NSE', 'description': 'NSE:HINDALCO-EQ', 'original_name': 'NSE:HINDALCO-EQ', 'symbol': 'NSE:HINDALCO-EQ', 'fyToken': '10100000001363', 'tt': 1670976000, 'cmd': {'t': 1670992020, 'o': 467.5, 'h': 468.2, 'l': 467.5, 'c': 467.75, 'v': 18065, 'tf': '9:57'}}}]}

1670992070546 :: quotes :: {'symbols': 'NSE:INFY-EQ'} :: 1670992071452 :: {'s': 'ok', 'd': [{'n': 'NSE:INFY-EQ', 's': 'ok', 'v': {'ch': 7.65, 'chp': 0.49, 'lp': 1579.8, 'spread': 0.2, 'ask': 1579.8, 'bid': 1579.6, 'open_price': 1582.0, 'high_price': 1588.5, 'low_price': 1575.05, 'prev_close_price': 1572.15, 'volume': 1263135, 'short_name': 'INFY-EQ', 'exchange': 'NSE', 'description': 'NSE:INFY-EQ', 'original_name': 'NSE:INFY-EQ', 'symbol': 'NSE:INFY-EQ', 'fyToken': '10100000001594', 'tt': 1670976000, 'cmd': {'t': 1670992020, 'o': 1579.9, 'h': 1580.1, 'l': 1579.45, 'c': 1579.8, 'v': 8370, 'tf': '9:57'}}}]}

1670992071460 :: quotes :: {'symbols': 'NSE:APOLLOHOSP-EQ'} :: 1670992072369 :: {'s': 'ok', 'd': [{'n': 'NSE:APOLLOHOSP-EQ', 's': 'ok', 'v': {'ch': -4.45, 'chp': -0.1, 'lp': 4674.4, 'spread': 0.65, 'ask': 4674.95, 'bid': 4674.3, 'open_price': 4712.0, 'high_price': 4712.0, 'low_price': 4671.0, 'prev_close_price': 4678.85, 'volume': 85629, 'short_name': 'APOLLOHOSP-EQ', 'exchange': 'NSE', 'description': 'NSE:APOLLOHOSP-EQ', 'original_name': 'NSE:APOLLOHOSP-EQ', 'symbol': 'NSE:APOLLOHOSP-EQ', 'fyToken': '1010000000157', 'tt': 1670976000, 'cmd': {'t': 1670992020, 'o': 4675.15, 'h': 4677.5, 'l': 4674.4, 'c': 4674.4, 'v': 1948, 'tf': '9:57'}}}]}

1670992072377 :: positions ::  :: 1670992073367 :: {'s': 'ok', 'code': 200, 'message': '', 'netPositions': [], 'overall': {'count_total': 0, 'count_open': 0, 'pl_total': 0, 'pl_realized': 0, 'pl_unrealized': 0}}

1670992073369 :: place_order ::  :: 1670992074329 :: {'s': 'error', 'code': -174, 'message': 'RMS:122121422628:NSE EQUITY 157 APOLLOHOSP EQ XD14587 S 5 BO 4675.1 TRIGGER GAP IS OUT OF THE SPECIFIED GAP RANGE MAX & MIN TRIGGER GAP RANGE IS-4908.86-4677.44 TRIGGER PRICE-9387.1', 'id': '122121422628-BO-1'}

1670992074332 :: place_order ::  :: 1670992075648 :: {'s': 'error', 'code': -174, 'message': 'RMS:122121422638:NSE EQUITY 157 APOLLOHOSP EQ XD14587 S 2 BO 4673.1 TRIGGER GAP IS OUT OF THE SPECIFIED GAP RANGE MAX & MIN TRIGGER GAP RANGE IS-4906.76-4675.44 TRIGGER PRICE-9385.1', 'id': '122121422638-BO-1'}

1670992075649 :: quotes :: {'symbols': 'NSE:INDUSINDBK-EQ'} :: 1670992076624 :: {'s': 'ok', 'd': [{'n': 'NSE:INDUSINDBK-EQ', 's': 'ok', 'v': {'ch': 6.6, 'chp': 0.53, 'lp': 1241.55, 'spread': 0.45, 'ask': 1241.5, 'bid': 1241.05, 'open_price': 1241.75, 'high_price': 1245.9, 'low_price': 1233.0, 'prev_close_price': 1234.95, 'volume': 709968, 'short_name': 'INDUSINDBK-EQ', 'exchange': 'NSE', 'description': 'NSE:INDUSINDBK-EQ', 'original_name': 'NSE:INDUSINDBK-EQ', 'symbol': 'NSE:INDUSINDBK-EQ', 'fyToken': '10100000005258', 'tt': 1670976000, 'cmd': {'t': 1670992020, 'o': 1241.8, 'h': 1242.2, 'l': 1241.4, 'c': 1241.55, 'v': 6967, 'tf': '9:57'}}}]}

1670992086637 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1670992087907 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': 62.3, 'chp': 0.33, 'lp': 18670.3, 'spread': 0.0, 'ask': 18670.3, 'bid': 18670.3, 'open_price': 18671.25, 'high_price': 18696.1, 'low_price': 18651.65, 'prev_close_price': 18608.0, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1670976000, 'cmd': {'t': 1670992080, 'o': 18672.05, 'h': 18672.05, 'l': 18670.2, 'c': 18670.3, 'v': 0, 'tf': '9:58'}}}]}

1670992087908 :: quotes :: {'symbols': 'NSE:NIFTYBANK-INDEX'} :: 1670992089273 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTYBANK-INDEX', 's': 'ok', 'v': {'ch': 82.65, 'chp': 0.19, 'lp': 44029.2, 'spread': 0.0, 'ask': 44029.2, 'bid': 44029.2, 'open_price': 44078.6, 'high_price': 44099.15, 'low_price': 43990.75, 'prev_close_price': 43946.55, 'volume': 0, 'short_name': 'NIFTYBANK-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTYBANK-INDEX', 'original_name': 'NSE:NIFTYBANK-INDEX', 'symbol': 'NSE:NIFTYBANK-INDEX', 'fyToken': '101000000026009', 'tt': 1670976000, 'cmd': {'t': 1670992080, 'o': 44032.55, 'h': 44032.55, 'l': 44024.9, 'c': 44029.2, 'v': 0, 'tf': '9:58'}}}]}

1670992089274 :: quotes :: {'symbols': 'NSE:HINDALCO-EQ'} :: 1670992090236 :: {'s': 'ok', 'd': [{'n': 'NSE:HINDALCO-EQ', 's': 'ok', 'v': {'ch': 9.55, 'chp': 2.08, 'lp': 467.65, 'spread': 0.05, 'ask': 467.65, 'bid': 467.6, 'open_price': 461.65, 'high_price': 469.95, 'low_price': 461.05, 'prev_close_price': 458.1, 'volume': 1885080, 'short_name': 'HINDALCO-EQ', 'exchange': 'NSE', 'description': 'NSE:HINDALCO-EQ', 'original_name': 'NSE:HINDALCO-EQ', 'symbol': 'NSE:HINDALCO-EQ', 'fyToken': '10100000001363', 'tt': 1670976000, 'cmd': {'t': 1670992080, 'o': 467.6, 'h': 467.75, 'l': 467.6, 'c': 467.65, 'v': 525, 'tf': '9:58'}}}]}

1670992090243 :: quotes :: {'symbols': 'NSE:INFY-EQ'} :: 1670992091215 :: {'s': 'ok', 'd': [{'n': 'NSE:INFY-EQ', 's': 'ok', 'v': {'ch': 7.45, 'chp': 0.47, 'lp': 1579.6, 'spread': 0.05, 'ask': 1579.65, 'bid': 1579.6, 'open_price': 1582.0, 'high_price': 1588.5, 'low_price': 1575.05, 'prev_close_price': 1572.15, 'volume': 1264434, 'short_name': 'INFY-EQ', 'exchange': 'NSE', 'description': 'NSE:INFY-EQ', 'original_name': 'NSE:INFY-EQ', 'symbol': 'NSE:INFY-EQ', 'fyToken': '10100000001594', 'tt': 1670976000, 'cmd': {'t': 1670992080, 'o': 1579.75, 'h': 1579.75, 'l': 1579.55, 'c': 1579.6, 'v': 671, 'tf': '9:58'}}}]}

1670992091223 :: quotes :: {'symbols': 'NSE:APOLLOHOSP-EQ'} :: 1670992092511 :: {'s': 'ok', 'd': [{'n': 'NSE:APOLLOHOSP-EQ', 's': 'ok', 'v': {'ch': -8.85, 'chp': -0.19, 'lp': 4670.0, 'spread': 0.85, 'ask': 4670.85, 'bid': 4670.0, 'open_price': 4712.0, 'high_price': 4712.0, 'low_price': 4670.0, 'prev_close_price': 4678.85, 'volume': 87598, 'short_name': 'APOLLOHOSP-EQ', 'exchange': 'NSE', 'description': 'NSE:APOLLOHOSP-EQ', 'original_name': 'NSE:APOLLOHOSP-EQ', 'symbol': 'NSE:APOLLOHOSP-EQ', 'fyToken': '1010000000157', 'tt': 1670976000, 'cmd': {'t': 1670992080, 'o': 4672.0, 'h': 4672.7, 'l': 4670.0, 'c': 4670.0, 'v': 1333, 'tf': '9:58'}}}]}

1670992092520 :: quotes :: {'symbols': 'NSE:INDUSINDBK-EQ'} :: 1670992093754 :: {'s': 'ok', 'd': [{'n': 'NSE:INDUSINDBK-EQ', 's': 'ok', 'v': {'ch': 6.4, 'chp': 0.52, 'lp': 1241.35, 'spread': 0.1, 'ask': 1241.35, 'bid': 1241.25, 'open_price': 1241.75, 'high_price': 1245.9, 'low_price': 1233.0, 'prev_close_price': 1234.95, 'volume': 710568, 'short_name': 'INDUSINDBK-EQ', 'exchange': 'NSE', 'description': 'NSE:INDUSINDBK-EQ', 'original_name': 'NSE:INDUSINDBK-EQ', 'symbol': 'NSE:INDUSINDBK-EQ', 'fyToken': '10100000005258', 'tt': 1670976000, 'cmd': {'t': 1670992080, 'o': 1241.05, 'h': 1241.6, 'l': 1241.05, 'c': 1241.35, 'v': 500, 'tf': '9:58'}}}]}

1670992103771 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1670992105787 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': 62.65, 'chp': 0.34, 'lp': 18670.65, 'spread': 0.0, 'ask': 18670.65, 'bid': 18670.65, 'open_price': 18671.25, 'high_price': 18696.1, 'low_price': 18651.65, 'prev_close_price': 18608.0, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1670976000, 'cmd': {'t': 1670992080, 'o': 18672.05, 'h': 18672.05, 'l': 18669.55, 'c': 18670.65, 'v': 0, 'tf': '9:58'}}}]}

1670992105788 :: quotes :: {'symbols': 'NSE:NIFTYBANK-INDEX'} :: 1670992106922 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTYBANK-INDEX', 's': 'ok', 'v': {'ch': 85.85, 'chp': 0.2, 'lp': 44032.4, 'spread': 0.0, 'ask': 44032.4, 'bid': 44032.4, 'open_price': 44078.6, 'high_price': 44099.15, 'low_price': 43990.75, 'prev_close_price': 43946.55, 'volume': 0, 'short_name': 'NIFTYBANK-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTYBANK-INDEX', 'original_name': 'NSE:NIFTYBANK-INDEX', 'symbol': 'NSE:NIFTYBANK-INDEX', 'fyToken': '101000000026009', 'tt': 1670976000, 'cmd': {'t': 1670992080, 'o': 44032.55, 'h': 44034.1, 'l': 44024.9, 'c': 44032.4, 'v': 0, 'tf': '9:58'}}}]}

1670992106923 :: quotes :: {'symbols': 'NSE:HINDALCO-EQ'} :: 1670992107911 :: {'s': 'ok', 'd': [{'n': 'NSE:HINDALCO-EQ', 's': 'ok', 'v': {'ch': 9.85, 'chp': 2.15, 'lp': 467.95, 'spread': 0.15, 'ask': 468.0, 'bid': 467.85, 'open_price': 461.65, 'high_price': 469.95, 'low_price': 461.05, 'prev_close_price': 458.1, 'volume': 1889449, 'short_name': 'HINDALCO-EQ', 'exchange': 'NSE', 'description': 'NSE:HINDALCO-EQ', 'original_name': 'NSE:HINDALCO-EQ', 'symbol': 'NSE:HINDALCO-EQ', 'fyToken': '10100000001363', 'tt': 1670976000, 'cmd': {'t': 1670992080, 'o': 467.6, 'h': 467.95, 'l': 467.6, 'c': 467.95, 'v': 4894, 'tf': '9:58'}}}]}

1670992107919 :: quotes :: {'symbols': 'NSE:INFY-EQ'} :: 1670992108810 :: {'s': 'ok', 'd': [{'n': 'NSE:INFY-EQ', 's': 'ok', 'v': {'ch': 7.8, 'chp': 0.5, 'lp': 1579.95, 'spread': 0.05, 'ask': 1580.0, 'bid': 1579.95, 'open_price': 1582.0, 'high_price': 1588.5, 'low_price': 1575.05, 'prev_close_price': 1572.15, 'volume': 1267081, 'short_name': 'INFY-EQ', 'exchange': 'NSE', 'description': 'NSE:INFY-EQ', 'original_name': 'NSE:INFY-EQ', 'symbol': 'NSE:INFY-EQ', 'fyToken': '10100000001594', 'tt': 1670976000, 'cmd': {'t': 1670992080, 'o': 1579.75, 'h': 1580.0, 'l': 1579.5, 'c': 1579.95, 'v': 3318, 'tf': '9:58'}}}]}

1670992108819 :: quotes :: {'symbols': 'NSE:APOLLOHOSP-EQ'} :: 1670992109716 :: {'s': 'ok', 'd': [{'n': 'NSE:APOLLOHOSP-EQ', 's': 'ok', 'v': {'ch': -6.05, 'chp': -0.13, 'lp': 4672.8, 'spread': 1.55, 'ask': 4672.8, 'bid': 4671.25, 'open_price': 4712.0, 'high_price': 4712.0, 'low_price': 4669.4, 'prev_close_price': 4678.85, 'volume': 88516, 'short_name': 'APOLLOHOSP-EQ', 'exchange': 'NSE', 'description': 'NSE:APOLLOHOSP-EQ', 'original_name': 'NSE:APOLLOHOSP-EQ', 'symbol': 'NSE:APOLLOHOSP-EQ', 'fyToken': '1010000000157', 'tt': 1670976000, 'cmd': {'t': 1670992080, 'o': 4672.0, 'h': 4674.35, 'l': 4669.4, 'c': 4672.8, 'v': 2251, 'tf': '9:58'}}}]}

1670992109728 :: quotes :: {'symbols': 'NSE:INDUSINDBK-EQ'} :: 1670992110633 :: {'s': 'ok', 'd': [{'n': 'NSE:INDUSINDBK-EQ', 's': 'ok', 'v': {'ch': 7.0, 'chp': 0.57, 'lp': 1241.95, 'spread': 0.4, 'ask': 1241.95, 'bid': 1241.55, 'open_price': 1241.75, 'high_price': 1245.9, 'low_price': 1233.0, 'prev_close_price': 1234.95, 'volume': 712486, 'short_name': 'INDUSINDBK-EQ', 'exchange': 'NSE', 'description': 'NSE:INDUSINDBK-EQ', 'original_name': 'NSE:INDUSINDBK-EQ', 'symbol': 'NSE:INDUSINDBK-EQ', 'fyToken': '10100000005258', 'tt': 1670976000, 'cmd': {'t': 1670992080, 'o': 1241.05, 'h': 1241.95, 'l': 1241.05, 'c': 1241.95, 'v': 2418, 'tf': '9:58'}}}]}

1670992120647 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1670992123934 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': 63.15, 'chp': 0.34, 'lp': 18671.15, 'spread': 0.0, 'ask': 18671.15, 'bid': 18671.15, 'open_price': 18671.25, 'high_price': 18696.1, 'low_price': 18651.65, 'prev_close_price': 18608.0, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1670976000, 'cmd': {'t': 1670992080, 'o': 18672.05, 'h': 18672.05, 'l': 18669.55, 'c': 18671.15, 'v': 0, 'tf': '9:58'}}}]}

1670992123935 :: quotes :: {'symbols': 'NSE:NIFTYBANK-INDEX'} :: 1670992126865 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTYBANK-INDEX', 's': 'ok', 'v': {'ch': 85.45, 'chp': 0.19, 'lp': 44032.0, 'spread': 0.0, 'ask': 44032.0, 'bid': 44032.0, 'open_price': 44078.6, 'high_price': 44099.15, 'low_price': 43990.75, 'prev_close_price': 43946.55, 'volume': 0, 'short_name': 'NIFTYBANK-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTYBANK-INDEX', 'original_name': 'NSE:NIFTYBANK-INDEX', 'symbol': 'NSE:NIFTYBANK-INDEX', 'fyToken': '101000000026009', 'tt': 1670976000, 'cmd': {'t': 1670992080, 'o': 44032.55, 'h': 44035.2, 'l': 44024.9, 'c': 44032.0, 'v': 0, 'tf': '9:58'}}}]}

1670992126865 :: quotes :: {'symbols': 'NSE:HINDALCO-EQ'} :: 1670992128627 :: {'s': 'ok', 'd': [{'n': 'NSE:HINDALCO-EQ', 's': 'ok', 'v': {'ch': 9.7, 'chp': 2.12, 'lp': 467.8, 'spread': 0.1, 'ask': 467.9, 'bid': 467.8, 'open_price': 461.65, 'high_price': 469.95, 'low_price': 461.05, 'prev_close_price': 458.1, 'volume': 1893088, 'short_name': 'HINDALCO-EQ', 'exchange': 'NSE', 'description': 'NSE:HINDALCO-EQ', 'original_name': 'NSE:HINDALCO-EQ', 'symbol': 'NSE:HINDALCO-EQ', 'fyToken': '10100000001363', 'tt': 1670976000, 'cmd': {'t': 1670992080, 'o': 467.6, 'h': 468.0, 'l': 467.6, 'c': 467.8, 'v': 8533, 'tf': '9:58'}}}]}

1670992128635 :: quotes :: {'symbols': 'NSE:INFY-EQ'} :: 1670992130484 :: {'s': 'ok', 'd': [{'n': 'NSE:INFY-EQ', 's': 'ok', 'v': {'ch': 7.8, 'chp': 0.5, 'lp': 1579.95, 'spread': 0.05, 'ask': 1580.0, 'bid': 1579.95, 'open_price': 1582.0, 'high_price': 1588.5, 'low_price': 1575.05, 'prev_close_price': 1572.15, 'volume': 1269487, 'short_name': 'INFY-EQ', 'exchange': 'NSE', 'description': 'NSE:INFY-EQ', 'original_name': 'NSE:INFY-EQ', 'symbol': 'NSE:INFY-EQ', 'fyToken': '10100000001594', 'tt': 1670976000, 'cmd': {'t': 1670992080, 'o': 1579.75, 'h': 1580.0, 'l': 1579.5, 'c': 1579.95, 'v': 5724, 'tf': '9:58'}}}]}

1670992130496 :: quotes :: {'symbols': 'NSE:APOLLOHOSP-EQ'} :: 1670992134859 :: {'s': 'ok', 'd': [{'n': 'NSE:APOLLOHOSP-EQ', 's': 'ok', 'v': {'ch': -5.65, 'chp': -0.12, 'lp': 4673.2, 'spread': 1.4, 'ask': 4674.6, 'bid': 4673.2, 'open_price': 4712.0, 'high_price': 4712.0, 'low_price': 4669.4, 'prev_close_price': 4678.85, 'volume': 89237, 'short_name': 'APOLLOHOSP-EQ', 'exchange': 'NSE', 'description': 'NSE:APOLLOHOSP-EQ', 'original_name': 'NSE:APOLLOHOSP-EQ', 'symbol': 'NSE:APOLLOHOSP-EQ', 'fyToken': '1010000000157', 'tt': 1670976000, 'cmd': {'t': 1670992080, 'o': 4672.0, 'h': 4676.7, 'l': 4669.4, 'c': 4673.2, 'v': 2972, 'tf': '9:58'}}}]}

1670992134866 :: quotes :: {'symbols': 'NSE:INDUSINDBK-EQ'} :: 1670992136018 :: {'s': 'ok', 'd': [{'n': 'NSE:INDUSINDBK-EQ', 's': 'ok', 'v': {'ch': 7.5, 'chp': 0.61, 'lp': 1242.45, 'spread': 0.35, 'ask': 1242.35, 'bid': 1242.0, 'open_price': 1241.75, 'high_price': 1245.9, 'low_price': 1233.0, 'prev_close_price': 1234.95, 'volume': 717372, 'short_name': 'INDUSINDBK-EQ', 'exchange': 'NSE', 'description': 'NSE:INDUSINDBK-EQ', 'original_name': 'NSE:INDUSINDBK-EQ', 'symbol': 'NSE:INDUSINDBK-EQ', 'fyToken': '10100000005258', 'tt': 1670976000, 'cmd': {'t': 1670992080, 'o': 1241.05, 'h': 1242.9, 'l': 1241.05, 'c': 1242.45, 'v': 7304, 'tf': '9:58'}}}]}

