
1671075901000 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1671075902285 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': -47.8, 'chp': -0.26, 'lp': 18612.5, 'spread': 0.0, 'ask': 18612.5, 'bid': 18612.5, 'open_price': 18614.4, 'high_price': 18621.2, 'low_price': 18612.2, 'prev_close_price': 18660.3, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1671062400, 'cmd': {'t': 1671075900, 'o': 18614.4, 'h': 18621.2, 'l': 18612.2, 'c': 18612.5, 'v': 0, 'tf': '9:15'}}}]}

1671078728602 :: quotes :: {'symbols': 'NSE:NIFTYBANK-INDEX'} :: 1671078729880 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTYBANK-INDEX', 's': 'ok', 'v': {'ch': 39.05, 'chp': 0.09, 'lp': 44088.15, 'spread': 0.0, 'ask': 44088.15, 'bid': 44088.15, 'open_price': 43940.1, 'high_price': 44120.6, 'low_price': 43927.5, 'prev_close_price': 44049.1, 'volume': 0, 'short_name': 'NIFTYBANK-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTYBANK-INDEX', 'original_name': 'NSE:NIFTYBANK-INDEX', 'symbol': 'NSE:NIFTYBANK-INDEX', 'fyToken': '101000000026009', 'tt': 1671062400, 'cmd': {'t': 1671078720, 'o': 44088.95, 'h': 44091.55, 'l': 44087.8, 'c': 44088.15, 'v': 0, 'tf': '10:2'}}}]}

1671078729881 :: quotes :: {'symbols': 'NSE:MOTHERSON-EQ'} :: 1671078730801 :: {'s': 'ok', 'd': [{'n': 'NSE:MOTHERSON-EQ', 's': 'ok', 'v': {'ch': 0.2, 'chp': 0.28, 'lp': 72.45, 'spread': 0.05, 'ask': 72.5, 'bid': 72.45, 'open_price': 72.65, 'high_price': 72.95, 'low_price': 72.25, 'prev_close_price': 72.25, 'volume': 1353637, 'short_name': 'MOTHERSON-EQ', 'exchange': 'NSE', 'description': 'NSE:MOTHERSON-EQ', 'original_name': 'NSE:MOTHERSON-EQ', 'symbol': 'NSE:MOTHERSON-EQ', 'fyToken': '10100000004204', 'tt': 1671062400, 'cmd': {'t': 1671078720, 'o': 72.5, 'h': 72.5, 'l': 72.45, 'c': 72.45, 'v': 3547, 'tf': '10:2'}}}]}

1671078730810 :: quotes :: {'symbols': 'NSE:SBILIFE-EQ'} :: 1671078731710 :: {'s': 'ok', 'd': [{'n': 'NSE:SBILIFE-EQ', 's': 'ok', 'v': {'ch': 16.25, 'chp': 1.28, 'lp': 1286.0, 'spread': 0.05, 'ask': 1286.05, 'bid': 1286.0, 'open_price': 1274.95, 'high_price': 1295.0, 'low_price': 1272.55, 'prev_close_price': 1269.75, 'volume': 443683, 'short_name': 'SBILIFE-EQ', 'exchange': 'NSE', 'description': 'NSE:SBILIFE-EQ', 'original_name': 'NSE:SBILIFE-EQ', 'symbol': 'NSE:SBILIFE-EQ', 'fyToken': '101000000021808', 'tt': 1671062400, 'cmd': {'t': 1671078720, 'o': 1286.1, 'h': 1286.1, 'l': 1286.0, 'c': 1286.0, 'v': 480, 'tf': '10:2'}}}]}

1671078731719 :: quotes :: {'symbols': 'NSE:HDFCLIFE-EQ'} :: 1671078732621 :: {'s': 'ok', 'd': [{'n': 'NSE:HDFCLIFE-EQ', 's': 'ok', 'v': {'ch': 4.25, 'chp': 0.73, 'lp': 584.6, 'spread': 0.2, 'ask': 584.55, 'bid': 584.35, 'open_price': 582.9, 'high_price': 587.25, 'low_price': 581.35, 'prev_close_price': 580.35, 'volume': 551983, 'short_name': 'HDFCLIFE-EQ', 'exchange': 'NSE', 'description': 'NSE:HDFCLIFE-EQ', 'original_name': 'NSE:HDFCLIFE-EQ', 'symbol': 'NSE:HDFCLIFE-EQ', 'fyToken': '1010000000467', 'tt': 1671062400, 'cmd': {'t': 1671078720, 'o': 584.65, 'h': 584.65, 'l': 584.6, 'c': 584.6, 'v': 396, 'tf': '10:2'}}}]}

1671078742632 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1671078743563 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': -79.0, 'chp': -0.42, 'lp': 18581.3, 'spread': 0.0, 'ask': 18581.3, 'bid': 18581.3, 'open_price': 18614.4, 'high_price': 18652.9, 'low_price': 18569.25, 'prev_close_price': 18660.3, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1671062400, 'cmd': {'t': 1671078720, 'o': 18579.4, 'h': 18581.3, 'l': 18579.4, 'c': 18581.3, 'v': 0, 'tf': '10:2'}}}]}

1671078743564 :: quotes :: {'symbols': 'NSE:NIFTYBANK-INDEX'} :: 1671078744463 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTYBANK-INDEX', 's': 'ok', 'v': {'ch': 40.2, 'chp': 0.09, 'lp': 44089.3, 'spread': 0.0, 'ask': 44089.3, 'bid': 44089.3, 'open_price': 43940.1, 'high_price': 44120.6, 'low_price': 43927.5, 'prev_close_price': 44049.1, 'volume': 0, 'short_name': 'NIFTYBANK-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTYBANK-INDEX', 'original_name': 'NSE:NIFTYBANK-INDEX', 'symbol': 'NSE:NIFTYBANK-INDEX', 'fyToken': '101000000026009', 'tt': 1671062400, 'cmd': {'t': 1671078720, 'o': 44088.95, 'h': 44091.55, 'l': 44085.4, 'c': 44089.3, 'v': 0, 'tf': '10:2'}}}]}

1671078744464 :: quotes :: {'symbols': 'NSE:MOTHERSON-EQ'} :: 1671078745382 :: {'s': 'ok', 'd': [{'n': 'NSE:MOTHERSON-EQ', 's': 'ok', 'v': {'ch': 0.25, 'chp': 0.35, 'lp': 72.5, 'spread': 0.05, 'ask': 72.5, 'bid': 72.45, 'open_price': 72.65, 'high_price': 72.95, 'low_price': 72.25, 'prev_close_price': 72.25, 'volume': 1356027, 'short_name': 'MOTHERSON-EQ', 'exchange': 'NSE', 'description': 'NSE:MOTHERSON-EQ', 'original_name': 'NSE:MOTHERSON-EQ', 'symbol': 'NSE:MOTHERSON-EQ', 'fyToken': '10100000004204', 'tt': 1671062400, 'cmd': {'t': 1671078720, 'o': 72.5, 'h': 72.5, 'l': 72.45, 'c': 72.5, 'v': 5937, 'tf': '10:2'}}}]}

1671078745393 :: quotes :: {'symbols': 'NSE:SBILIFE-EQ'} :: 1671078746301 :: {'s': 'ok', 'd': [{'n': 'NSE:SBILIFE-EQ', 's': 'ok', 'v': {'ch': 16.45, 'chp': 1.3, 'lp': 1286.2, 'spread': 0.2, 'ask': 1286.2, 'bid': 1286.0, 'open_price': 1274.95, 'high_price': 1295.0, 'low_price': 1272.55, 'prev_close_price': 1269.75, 'volume': 444909, 'short_name': 'SBILIFE-EQ', 'exchange': 'NSE', 'description': 'NSE:SBILIFE-EQ', 'original_name': 'NSE:SBILIFE-EQ', 'symbol': 'NSE:SBILIFE-EQ', 'fyToken': '101000000021808', 'tt': 1671062400, 'cmd': {'t': 1671078720, 'o': 1286.1, 'h': 1286.2, 'l': 1286.0, 'c': 1286.2, 'v': 1706, 'tf': '10:2'}}}]}

1671078746308 :: quotes :: {'symbols': 'NSE:HDFCLIFE-EQ'} :: 1671078747256 :: {'s': 'ok', 'd': [{'n': 'NSE:HDFCLIFE-EQ', 's': 'ok', 'v': {'ch': 4.15, 'chp': 0.72, 'lp': 584.5, 'spread': 0.2, 'ask': 584.6, 'bid': 584.4, 'open_price': 582.9, 'high_price': 587.25, 'low_price': 581.35, 'prev_close_price': 580.35, 'volume': 552125, 'short_name': 'HDFCLIFE-EQ', 'exchange': 'NSE', 'description': 'NSE:HDFCLIFE-EQ', 'original_name': 'NSE:HDFCLIFE-EQ', 'symbol': 'NSE:HDFCLIFE-EQ', 'fyToken': '1010000000467', 'tt': 1671062400, 'cmd': {'t': 1671078720, 'o': 584.65, 'h': 584.65, 'l': 584.35, 'c': 584.5, 'v': 538, 'tf': '10:2'}}}]}

1671078757272 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1671078758197 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': -78.65, 'chp': -0.42, 'lp': 18581.65, 'spread': 0.0, 'ask': 18581.65, 'bid': 18581.65, 'open_price': 18614.4, 'high_price': 18652.9, 'low_price': 18569.25, 'prev_close_price': 18660.3, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1671062400, 'cmd': {'t': 1671078720, 'o': 18579.4, 'h': 18581.8, 'l': 18579.4, 'c': 18581.65, 'v': 0, 'tf': '10:2'}}}]}

1671078758198 :: quotes :: {'symbols': 'NSE:NIFTYBANK-INDEX'} :: 1671078759146 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTYBANK-INDEX', 's': 'ok', 'v': {'ch': 31.7, 'chp': 0.07, 'lp': 44080.8, 'spread': 0.0, 'ask': 44080.8, 'bid': 44080.8, 'open_price': 43940.1, 'high_price': 44120.6, 'low_price': 43927.5, 'prev_close_price': 44049.1, 'volume': 0, 'short_name': 'NIFTYBANK-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTYBANK-INDEX', 'original_name': 'NSE:NIFTYBANK-INDEX', 'symbol': 'NSE:NIFTYBANK-INDEX', 'fyToken': '101000000026009', 'tt': 1671062400, 'cmd': {'t': 1671078720, 'o': 44088.95, 'h': 44091.55, 'l': 44079.15, 'c': 44080.8, 'v': 0, 'tf': '10:2'}}}]}

1671078759146 :: quotes :: {'symbols': 'NSE:MOTHERSON-EQ'} :: 1671078760601 :: {'s': 'ok', 'd': [{'n': 'NSE:MOTHERSON-EQ', 's': 'ok', 'v': {'ch': 0.2, 'chp': 0.28, 'lp': 72.45, 'spread': 0.05, 'ask': 72.5, 'bid': 72.45, 'open_price': 72.65, 'high_price': 72.95, 'low_price': 72.25, 'prev_close_price': 72.25, 'volume': 1356678, 'short_name': 'MOTHERSON-EQ', 'exchange': 'NSE', 'description': 'NSE:MOTHERSON-EQ', 'original_name': 'NSE:MOTHERSON-EQ', 'symbol': 'NSE:MOTHERSON-EQ', 'fyToken': '10100000004204', 'tt': 1671062400, 'cmd': {'t': 1671078720, 'o': 72.5, 'h': 72.5, 'l': 72.45, 'c': 72.45, 'v': 6588, 'tf': '10:2'}}}]}

1671078760609 :: quotes :: {'symbols': 'NSE:SBILIFE-EQ'} :: 1671078761519 :: {'s': 'ok', 'd': [{'n': 'NSE:SBILIFE-EQ', 's': 'ok', 'v': {'ch': 16.05, 'chp': 1.26, 'lp': 1285.8, 'spread': 0.3, 'ask': 1285.75, 'bid': 1285.45, 'open_price': 1274.95, 'high_price': 1295.0, 'low_price': 1272.55, 'prev_close_price': 1269.75, 'volume': 445693, 'short_name': 'SBILIFE-EQ', 'exchange': 'NSE', 'description': 'NSE:SBILIFE-EQ', 'original_name': 'NSE:SBILIFE-EQ', 'symbol': 'NSE:SBILIFE-EQ', 'fyToken': '101000000021808', 'tt': 1671062400, 'cmd': {'t': 1671078720, 'o': 1286.1, 'h': 1286.2, 'l': 1285.7, 'c': 1285.8, 'v': 2490, 'tf': '10:2'}}}]}

1671078761531 :: quotes :: {'symbols': 'NSE:HDFCLIFE-EQ'} :: 1671078762483 :: {'s': 'ok', 'd': [{'n': 'NSE:HDFCLIFE-EQ', 's': 'ok', 'v': {'ch': 4.35, 'chp': 0.75, 'lp': 584.7, 'spread': 0.2, 'ask': 584.7, 'bid': 584.5, 'open_price': 582.9, 'high_price': 587.25, 'low_price': 581.35, 'prev_close_price': 580.35, 'volume': 552475, 'short_name': 'HDFCLIFE-EQ', 'exchange': 'NSE', 'description': 'NSE:HDFCLIFE-EQ', 'original_name': 'NSE:HDFCLIFE-EQ', 'symbol': 'NSE:HDFCLIFE-EQ', 'fyToken': '1010000000467', 'tt': 1671062400, 'cmd': {'t': 1671078720, 'o': 584.65, 'h': 584.7, 'l': 584.35, 'c': 584.7, 'v': 888, 'tf': '10:2'}}}]}

1671078772495 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1671078773406 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': -79.3, 'chp': -0.42, 'lp': 18581.0, 'spread': 0.0, 'ask': 18581.0, 'bid': 18581.0, 'open_price': 18614.4, 'high_price': 18652.9, 'low_price': 18569.25, 'prev_close_price': 18660.3, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1671062400, 'cmd': {'t': 1671078720, 'o': 18579.4, 'h': 18581.8, 'l': 18579.4, 'c': 18581.0, 'v': 0, 'tf': '10:2'}}}]}

1671078773406 :: quotes :: {'symbols': 'NSE:NIFTYBANK-INDEX'} :: 1671078774635 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTYBANK-INDEX', 's': 'ok', 'v': {'ch': 32.1, 'chp': 0.07, 'lp': 44081.2, 'spread': 0.0, 'ask': 44081.2, 'bid': 44081.2, 'open_price': 43940.1, 'high_price': 44120.6, 'low_price': 43927.5, 'prev_close_price': 44049.1, 'volume': 0, 'short_name': 'NIFTYBANK-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTYBANK-INDEX', 'original_name': 'NSE:NIFTYBANK-INDEX', 'symbol': 'NSE:NIFTYBANK-INDEX', 'fyToken': '101000000026009', 'tt': 1671062400, 'cmd': {'t': 1671078720, 'o': 44088.95, 'h': 44091.55, 'l': 44075.25, 'c': 44081.2, 'v': 0, 'tf': '10:2'}}}]}

1671078774636 :: quotes :: {'symbols': 'NSE:MOTHERSON-EQ'} :: 1671078775594 :: {'s': 'ok', 'd': [{'n': 'NSE:MOTHERSON-EQ', 's': 'ok', 'v': {'ch': 0.25, 'chp': 0.35, 'lp': 72.5, 'spread': 0.05, 'ask': 72.5, 'bid': 72.45, 'open_price': 72.65, 'high_price': 72.95, 'low_price': 72.25, 'prev_close_price': 72.25, 'volume': 1358364, 'short_name': 'MOTHERSON-EQ', 'exchange': 'NSE', 'description': 'NSE:MOTHERSON-EQ', 'original_name': 'NSE:MOTHERSON-EQ', 'symbol': 'NSE:MOTHERSON-EQ', 'fyToken': '10100000004204', 'tt': 1671062400, 'cmd': {'t': 1671078720, 'o': 72.5, 'h': 72.5, 'l': 72.45, 'c': 72.5, 'v': 8274, 'tf': '10:2'}}}]}

1671078775605 :: quotes :: {'symbols': 'NSE:SBILIFE-EQ'} :: 1671078776876 :: {'s': 'ok', 'd': [{'n': 'NSE:SBILIFE-EQ', 's': 'ok', 'v': {'ch': 15.7, 'chp': 1.24, 'lp': 1285.45, 'spread': 0.25, 'ask': 1285.55, 'bid': 1285.3, 'open_price': 1274.95, 'high_price': 1295.0, 'low_price': 1272.55, 'prev_close_price': 1269.75, 'volume': 445738, 'short_name': 'SBILIFE-EQ', 'exchange': 'NSE', 'description': 'NSE:SBILIFE-EQ', 'original_name': 'NSE:SBILIFE-EQ', 'symbol': 'NSE:SBILIFE-EQ', 'fyToken': '101000000021808', 'tt': 1671062400, 'cmd': {'t': 1671078720, 'o': 1286.1, 'h': 1286.2, 'l': 1285.45, 'c': 1285.45, 'v': 2535, 'tf': '10:2'}}}]}

1671078776884 :: quotes :: {'symbols': 'NSE:HDFCLIFE-EQ'} :: 1671078777878 :: {'s': 'ok', 'd': [{'n': 'NSE:HDFCLIFE-EQ', 's': 'ok', 'v': {'ch': 4.1, 'chp': 0.71, 'lp': 584.45, 'spread': 0.15, 'ask': 584.65, 'bid': 584.5, 'open_price': 582.9, 'high_price': 587.25, 'low_price': 581.35, 'prev_close_price': 580.35, 'volume': 552592, 'short_name': 'HDFCLIFE-EQ', 'exchange': 'NSE', 'description': 'NSE:HDFCLIFE-EQ', 'original_name': 'NSE:HDFCLIFE-EQ', 'symbol': 'NSE:HDFCLIFE-EQ', 'fyToken': '1010000000467', 'tt': 1671062400, 'cmd': {'t': 1671078720, 'o': 584.65, 'h': 584.7, 'l': 584.35, 'c': 584.45, 'v': 1005, 'tf': '10:2'}}}]}

1671078787887 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1671078788797 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': -80.4, 'chp': -0.43, 'lp': 18579.9, 'spread': 0.0, 'ask': 18579.9, 'bid': 18579.9, 'open_price': 18614.4, 'high_price': 18652.9, 'low_price': 18569.25, 'prev_close_price': 18660.3, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1671062400, 'cmd': {'t': 1671078780, 'o': 18580.95, 'h': 18580.95, 'l': 18578.2, 'c': 18579.9, 'v': 0, 'tf': '10:3'}}}]}

1671078788797 :: quotes :: {'symbols': 'NSE:NIFTYBANK-INDEX'} :: 1671078789752 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTYBANK-INDEX', 's': 'ok', 'v': {'ch': 33.7, 'chp': 0.08, 'lp': 44082.8, 'spread': 0.0, 'ask': 44082.8, 'bid': 44082.8, 'open_price': 43940.1, 'high_price': 44120.6, 'low_price': 43927.5, 'prev_close_price': 44049.1, 'volume': 0, 'short_name': 'NIFTYBANK-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTYBANK-INDEX', 'original_name': 'NSE:NIFTYBANK-INDEX', 'symbol': 'NSE:NIFTYBANK-INDEX', 'fyToken': '101000000026009', 'tt': 1671062400, 'cmd': {'t': 1671078780, 'o': 44081.65, 'h': 44082.8, 'l': 44076.9, 'c': 44082.8, 'v': 0, 'tf': '10:3'}}}]}

1671078789753 :: quotes :: {'symbols': 'NSE:MOTHERSON-EQ'} :: 1671078790663 :: {'s': 'ok', 'd': [{'n': 'NSE:MOTHERSON-EQ', 's': 'ok', 'v': {'ch': 0.25, 'chp': 0.35, 'lp': 72.5, 'spread': 0.05, 'ask': 72.5, 'bid': 72.45, 'open_price': 72.65, 'high_price': 72.95, 'low_price': 72.25, 'prev_close_price': 72.25, 'volume': 1362386, 'short_name': 'MOTHERSON-EQ', 'exchange': 'NSE', 'description': 'NSE:MOTHERSON-EQ', 'original_name': 'NSE:MOTHERSON-EQ', 'symbol': 'NSE:MOTHERSON-EQ', 'fyToken': '10100000004204', 'tt': 1671062400, 'cmd': {'t': 1671078780, 'o': 72.5, 'h': 72.5, 'l': 72.5, 'c': 72.5, 'v': 2216, 'tf': '10:3'}}}]}

1671078790671 :: quotes :: {'symbols': 'NSE:SBILIFE-EQ'} :: 1671078791924 :: {'s': 'ok', 'd': [{'n': 'NSE:SBILIFE-EQ', 's': 'ok', 'v': {'ch': 15.95, 'chp': 1.26, 'lp': 1285.7, 'spread': 0.2, 'ask': 1285.7, 'bid': 1285.5, 'open_price': 1274.95, 'high_price': 1295.0, 'low_price': 1272.55, 'prev_close_price': 1269.75, 'volume': 446455, 'short_name': 'SBILIFE-EQ', 'exchange': 'NSE', 'description': 'NSE:SBILIFE-EQ', 'original_name': 'NSE:SBILIFE-EQ', 'symbol': 'NSE:SBILIFE-EQ', 'fyToken': '101000000021808', 'tt': 1671062400, 'cmd': {'t': 1671078780, 'o': 1285.45, 'h': 1285.7, 'l': 1285.45, 'c': 1285.7, 'v': 717, 'tf': '10:3'}}}]}

1671078791932 :: quotes :: {'symbols': 'NSE:HDFCLIFE-EQ'} :: 1671078792846 :: {'s': 'ok', 'd': [{'n': 'NSE:HDFCLIFE-EQ', 's': 'ok', 'v': {'ch': 4.3, 'chp': 0.74, 'lp': 584.65, 'spread': 0.2, 'ask': 584.65, 'bid': 584.45, 'open_price': 582.9, 'high_price': 587.25, 'low_price': 581.35, 'prev_close_price': 580.35, 'volume': 552876, 'short_name': 'HDFCLIFE-EQ', 'exchange': 'NSE', 'description': 'NSE:HDFCLIFE-EQ', 'original_name': 'NSE:HDFCLIFE-EQ', 'symbol': 'NSE:HDFCLIFE-EQ', 'fyToken': '1010000000467', 'tt': 1671062400, 'cmd': {'t': 1671078780, 'o': 584.7, 'h': 584.7, 'l': 584.65, 'c': 584.65, 'v': 284, 'tf': '10:3'}}}]}

1671078802861 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1671078804219 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': -79.4, 'chp': -0.43, 'lp': 18580.9, 'spread': 0.0, 'ask': 18580.9, 'bid': 18580.9, 'open_price': 18614.4, 'high_price': 18652.9, 'low_price': 18569.25, 'prev_close_price': 18660.3, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1671062400, 'cmd': {'t': 1671078780, 'o': 18580.95, 'h': 18581.05, 'l': 18578.2, 'c': 18580.9, 'v': 0, 'tf': '10:3'}}}]}

1671078804219 :: quotes :: {'symbols': 'NSE:NIFTYBANK-INDEX'} :: 1671078805204 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTYBANK-INDEX', 's': 'ok', 'v': {'ch': 33.7, 'chp': 0.08, 'lp': 44082.8, 'spread': 0.0, 'ask': 44082.8, 'bid': 44082.8, 'open_price': 43940.1, 'high_price': 44120.6, 'low_price': 43927.5, 'prev_close_price': 44049.1, 'volume': 0, 'short_name': 'NIFTYBANK-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTYBANK-INDEX', 'original_name': 'NSE:NIFTYBANK-INDEX', 'symbol': 'NSE:NIFTYBANK-INDEX', 'fyToken': '101000000026009', 'tt': 1671062400, 'cmd': {'t': 1671078780, 'o': 44081.65, 'h': 44086.3, 'l': 44076.9, 'c': 44082.8, 'v': 0, 'tf': '10:3'}}}]}

1671078805205 :: quotes :: {'symbols': 'NSE:MOTHERSON-EQ'} :: 1671078806125 :: {'s': 'ok', 'd': [{'n': 'NSE:MOTHERSON-EQ', 's': 'ok', 'v': {'ch': 0.2, 'chp': 0.28, 'lp': 72.45, 'spread': 0.05, 'ask': 72.5, 'bid': 72.45, 'open_price': 72.65, 'high_price': 72.95, 'low_price': 72.25, 'prev_close_price': 72.25, 'volume': 1362408, 'short_name': 'MOTHERSON-EQ', 'exchange': 'NSE', 'description': 'NSE:MOTHERSON-EQ', 'original_name': 'NSE:MOTHERSON-EQ', 'symbol': 'NSE:MOTHERSON-EQ', 'fyToken': '10100000004204', 'tt': 1671062400, 'cmd': {'t': 1671078780, 'o': 72.5, 'h': 72.5, 'l': 72.45, 'c': 72.45, 'v': 2238, 'tf': '10:3'}}}]}

1671078806136 :: quotes :: {'symbols': 'NSE:SBILIFE-EQ'} :: 1671078807166 :: {'s': 'ok', 'd': [{'n': 'NSE:SBILIFE-EQ', 's': 'ok', 'v': {'ch': 15.95, 'chp': 1.26, 'lp': 1285.7, 'spread': 0.45, 'ask': 1285.95, 'bid': 1285.5, 'open_price': 1274.95, 'high_price': 1295.0, 'low_price': 1272.55, 'prev_close_price': 1269.75, 'volume': 447257, 'short_name': 'SBILIFE-EQ', 'exchange': 'NSE', 'description': 'NSE:SBILIFE-EQ', 'original_name': 'NSE:SBILIFE-EQ', 'symbol': 'NSE:SBILIFE-EQ', 'fyToken': '101000000021808', 'tt': 1671062400, 'cmd': {'t': 1671078780, 'o': 1285.45, 'h': 1285.7, 'l': 1285.4, 'c': 1285.7, 'v': 1519, 'tf': '10:3'}}}]}

1671078807173 :: quotes :: {'symbols': 'NSE:HDFCLIFE-EQ'} :: 1671078808083 :: {'s': 'ok', 'd': [{'n': 'NSE:HDFCLIFE-EQ', 's': 'ok', 'v': {'ch': 4.0, 'chp': 0.69, 'lp': 584.35, 'spread': 0.25, 'ask': 584.35, 'bid': 584.1, 'open_price': 582.9, 'high_price': 587.25, 'low_price': 581.35, 'prev_close_price': 580.35, 'volume': 558717, 'short_name': 'HDFCLIFE-EQ', 'exchange': 'NSE', 'description': 'NSE:HDFCLIFE-EQ', 'original_name': 'NSE:HDFCLIFE-EQ', 'symbol': 'NSE:HDFCLIFE-EQ', 'fyToken': '1010000000467', 'tt': 1671062400, 'cmd': {'t': 1671078780, 'o': 584.7, 'h': 584.7, 'l': 584.2, 'c': 584.35, 'v': 6125, 'tf': '10:3'}}}]}

1671078818098 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1671078819369 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': -79.5, 'chp': -0.43, 'lp': 18580.8, 'spread': 0.0, 'ask': 18580.8, 'bid': 18580.8, 'open_price': 18614.4, 'high_price': 18652.9, 'low_price': 18569.25, 'prev_close_price': 18660.3, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1671062400, 'cmd': {'t': 1671078780, 'o': 18580.95, 'h': 18581.75, 'l': 18578.2, 'c': 18580.8, 'v': 0, 'tf': '10:3'}}}]}

1671078819370 :: quotes :: {'symbols': 'NSE:NIFTYBANK-INDEX'} :: 1671078820718 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTYBANK-INDEX', 's': 'ok', 'v': {'ch': 34.6, 'chp': 0.08, 'lp': 44083.7, 'spread': 0.0, 'ask': 44083.7, 'bid': 44083.7, 'open_price': 43940.1, 'high_price': 44120.6, 'low_price': 43927.5, 'prev_close_price': 44049.1, 'volume': 0, 'short_name': 'NIFTYBANK-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTYBANK-INDEX', 'original_name': 'NSE:NIFTYBANK-INDEX', 'symbol': 'NSE:NIFTYBANK-INDEX', 'fyToken': '101000000026009', 'tt': 1671062400, 'cmd': {'t': 1671078780, 'o': 44081.65, 'h': 44086.3, 'l': 44076.9, 'c': 44083.7, 'v': 0, 'tf': '10:3'}}}]}

